Threads:	24
Opitimize:	O1
Amount	Time
100	0
200	0
300	0
400	0
500	0
600	0.001
700	0.001
800	0.001
900	0.002
1000	0.002
1100	0.002
1200	0.002
1300	0.003
1400	0.003
1500	0.004
1600	0.005
1700	0.005
1800	0.006
1900	0.006
2000	0.007
2100	0.007
2200	0.009
2300	0.009
2400	0.01
2500	0.01
2600	0.012
2700	0.012
2800	0.015
2900	0.015
3000	0.016
3100	0.017
3200	0.018
3300	0.019
3400	0.02
3500	0.021
3600	0.023
3700	0.023
3800	0.025
3900	0.026
4000	0.027
4100	0.028
4200	0.03
4300	0.031
4400	0.032
4500	0.034
4600	0.035
4700	0.037
4800	0.038
4900	0.041
5000	0.042
5100	0.044
5200	0.045
5300	0.048
5400	0.049
5500	0.05
5600	0.051
5700	0.054
5800	0.057
5900	0.058
6000	0.06
6100	0.062
6200	0.064
6300	0.066
6400	0.068
6500	0.071
6600	0.073
6700	0.078
6800	0.077
6900	0.079
7000	0.084
7100	0.086
7200	0.089
7300	0.09
7400	0.093
7500	0.093
7600	0.095
7700	0.098
7800	0.102
7900	0.104
8000	0.106
8100	0.109
8200	0.111
8300	0.114
8400	0.117
8500	0.12
8600	0.124
8700	0.125
8800	0.131
8900	0.131
9000	0.135
9100	0.137
9200	0.145
9300	0.145
9400	0.146
9500	0.152
9600	0.153
9700	0.159
9800	0.164
9900	0.167
10000	0.165
